row,field,action,old,new,evidence,confidence,src
376,prior_institution,applied,various companies,University of Houston,https://law.justia.com/cases/federal/appellate-courts/F2/958/103/371073/,medium,batch_09_findings.json
376,prior_position_title,skipped_old_mismatch,"industry positions (e.g. management at Legg Mason, Randall’s Foods)","Dean, University of Houston College of Business (1976-1985); Senior Vice President and Provost, University of Houston (1985-1987)",https://law.justia.com/cases/federal/appellate-courts/F2/958/103/371073/,medium,batch_09_findings.json
391,appointment_end_year,applied,1998,1997,https://www.depts.ttu.edu/rawlsbusiness/75/,medium,batch_09_findings.json
395,origin_category,applied,Unknown,External,https://www.depts.ttu.edu/rawlsbusiness/news/posts/2018/08/honoring-dean-allen-mcinnes.php,high,batch_09_findings.json
396,origin_category,applied,Unknown,External,https://kfyo.com/lance-nail-named-dean-of-texas-tech-rawls-college-of-business/,high,batch_09_findings.json
399,appointment_start_year,applied,2012,2011,https://en.wikipedia.org/wiki/Bhaskar_Chakravorti,medium,rem_04_findings.json
414,dean_name,applied,Leonard,Paul A. Leonard,https://www.albany.edu/undergraduate_bulletin_archive/2004-2005/downloads/Section6.pdf,high,rem_04_findings.json
414,is_interim,applied,0,1 (uncertain),https://www.albany.edu/undergraduate_bulletin_archive/2004-2005/downloads/Section6.pdf,medium,rem_04_findings.json
415,appointment_start_month_year,applied,2008,Jul-08,https://www.albany.edu/news/release_2192.shtml,high,rem_04_findings.json
417,appointment_end_month_year,applied,Present,"approx. 2022-2023 (not present; succeeded by interim Kevin Williams, then Paquita Davis-Friday)",https://openpayrolls.com/nilanjan-sen-60737999,medium,rem_04_findings.json
417,dean_name,applied,Simons Sen,Nilanjan Sen,https://www.albany.edu/news/87171.php,high,rem_04_findings.json
417,next_role,applied,,Returned to faculty as Professor at University at Albany,https://openpayrolls.com/employee/nilanjan-sen-10638,medium,rem_04_findings.json
420,origin_category,applied,Internal,External,https://library2.buffalo.edu/archives/ubpeople/detail.html?ID=2545,high,rem_05_findings.json
432,appointment_end_year,applied,1997,1996,https://www.bhamwiki.com/w/UAB_Collat_School_of_Business,high,rem_05_findings.json
432,appointment_start_year,applied,1990,1974,https://www.bhamwiki.com/w/UAB_Collat_School_of_Business,high,rem_05_findings.json
432,dean_name,applied,Newport,M. Gene Newport,https://www.bhamwiki.com/w/UAB_Collat_School_of_Business,high,rem_05_findings.json
432,origin_category,applied,Unknown,Unknown,https://www.bhamwiki.com/w/UAB_Collat_School_of_Business,medium,rem_05_findings.json
433,dean_name,applied,Duncan,W. Jack Duncan,https://www.bhamwiki.com/w/UAB_Collat_School_of_Business,high,rem_05_findings.json
435,appointment_start_month_year,applied,2012,Apr-13,https://www.uab.edu/news/people-of-uab/jack-to-retire-after-a-decade-as-dean-of-collat-school-of-business,high,rem_05_findings.json
435,appointment_start_year,applied,2012,2013,https://www.uab.edu/news/people-of-uab/jack-to-retire-after-a-decade-as-dean-of-collat-school-of-business,high,rem_05_findings.json
435,prior_position_title,applied,Professor of Operations Management,"Associate Dean for Faculty Development and Research (2008-2012), then Interim Dean (Oct 2012-Apr 2013)",https://www.uab.edu/news/people-of-uab/jack-to-retire-after-a-decade-as-dean-of-collat-school-of-business,high,rem_05_findings.json
436,dean_name,applied,Jon Shook,Christopher L. Shook,https://www.uab.edu/reporter/people-of-uab/shook-named-new-collat-school-of-business-dean,high,rem_05_findings.json
437,dean_name,applied,Billings,C. David Billings,https://www.uah.edu/business/faculty-staff/david-billings,high,seed_chat_reports4_findings.json
437,source_url,applied,,https://www.uah.edu/business/faculty-staff/david-billings,https://www.uah.edu/business/faculty-staff/david-billings,high,seed_chat_reports4_findings.json
438,appointment_start_month_year,applied,2016,Jul-16,https://www.facebook.com/UAHBusiness/posts/1145686812148446/,high,seed_chat_reports4_findings.json
438,dean_name,applied,Greene,Jason T. Greene,https://www.uah.edu/news/campus/jason-greene-named-dean-of-the-uah-college-of-business-administration,high,seed_chat_reports4_findings.json
438,origin_category,applied,Unknown,External,https://www.uah.edu/news/campus/jason-greene-named-dean-of-the-uah-college-of-business-administration,high,seed_chat_reports4_findings.json
438,prior_institution,applied,Unknown,Southern Illinois University,https://www.uah.edu/news/campus/jason-greene-named-dean-of-the-uah-college-of-business-administration,high,seed_chat_reports4_findings.json
438,prior_position_title,applied,Unknown,"Interim Dean, College of Business",https://www.uah.edu/news/campus/jason-greene-named-dean-of-the-uah-college-of-business-administration,high,seed_chat_reports4_findings.json
451,appointment_start_month_year,applied,Apr-15,Jul-15,https://news.uark.edu/articles/27324/matt-waller-named-interim-dean-of-sam-m-walton-college-of-business,high,seed_chat_reports_findings.json
455,appointment_start_month_year,applied,1987,1983,https://haas.berkeley.edu/about/at-a-glance/history/,high,rem_06_findings.json
474,origin_category,applied,Unknown,External,https://news.wisc.edu/policano-plans-to-step-down-as-business-dean/,high,rem_06_findings.json
474,prior_position_title,applied,"Dean, School of Business",Kuechenmeister Professor of Finance,https://lagunastrategicadvisors.com/andrew-j-policano/,high,rem_06_findings.json
482,dean_name,applied,Osborne,Alfred E. Osborne Jr.,https://www.anderson.ucla.edu/news-and-events/press-releases/alfred-osborne-jr-named-interim-dean-of-ucla-anderson-school-of-management,high,rem_06_findings.json
484,dean_name,applied,Shih,Margaret Shih,https://evcp.ucla.edu/announcements/2024-25/margaret-shih-named-interim-dean-of-ucla-anderson-school-of-management/,high,rem_06_findings.json
485,dean_name,applied,James,Gareth James,https://newsroom.ucla.edu/releases/gareth-james-new-dean-ucla-anderson-school-of-management,high,rem_06_findings.json
485,prior_institution,applied,Unknown,Emory University (Goizueta Business School),https://newsroom.ucla.edu/releases/gareth-james-new-dean-ucla-anderson-school-of-management,high,rem_06_findings.json
485,prior_position_title,applied,Unknown,Dean (John H. Harland Dean),https://labusinessjournal.com/la500-2026/education-2026/la500-2026-gareth-james/,high,rem_06_findings.json
486,appointment_end_month_year,applied,Present,Dec-13,https://business.ucr.edu/about/dean,medium,batch_12_findings.json
486,is_interim,applied,0,1,https://business.ucr.edu/about/dean,high,batch_12_findings.json
486,origin_category,applied,Internal,Interim-Internal,https://business.ucr.edu/about/dean,high,batch_12_findings.json
490,dean_name,applied,Jones,Foard Jones,https://www.ucf.edu/news/college-of-business-administration-names-interim-dean/,high,batch_12_findings.json
502,source_url,applied,,https://www.uc.edu/news/articles/2019/07/n20842016.html,https://www.uc.edu/news/articles/2019/07/n20842016.html,high,batch_12_findings.json
504,prior_institution,applied,University of New Orleans or similar,University of Colorado Boulder,https://en.wikipedia.org/wiki/Larry_D._Singell,medium,batch_12_findings.json
511,source_url,applied,https://www.ecgi.global/network/our-members/yonca-ertimur,https://www.colorado.edu/today/2022/05/31/russell-moore-names-yonca-ertimur-acting-dean-leeds-school,https://www.colorado.edu/today/2022/05/31/russell-moore-names-yonca-ertimur-acting-dean-leeds-school,high,batch_12_findings.json
513,appointment_end_month_year,applied,2020,Jun-20,https://business-news.ucdenver.edu/2020/07/15/cu-denver-business-school-welcomes-dean-scott-dawson/,high,batch_12_findings.json
513,appointment_start_month_year,applied,2019,Aug-16,https://news.ucdenver.edu/christie-david-named-new-business-school-dean/,high,batch_12_findings.json
513,appointment_start_year,applied,2019,2016,https://news.ucdenver.edu/christie-david-named-new-business-school-dean/,high,batch_12_findings.json
513,dean_name,applied,Christie-David,Rohan Christie-David,https://connections.cu.edu/people/christie-david-named-dean-cu-denver-business-school,high,batch_12_findings.json
513,gender,applied,M,M,https://news.ucdenver.edu/christie-david-named-new-business-school-dean/,high,batch_12_findings.json
513,is_first_time_dean,applied,0,0,https://news.ucdenver.edu/christie-david-named-new-business-school-dean/,high,batch_12_findings.json
513,origin_category,applied,Unknown,External,https://news.ucdenver.edu/christie-david-named-new-business-school-dean/,high,batch_12_findings.json
513,prior_institution,applied,Unknown,University of Louisville,https://news.ucdenver.edu/christie-david-named-new-business-school-dean/,high,batch_12_findings.json
513,prior_position_title,applied,Unknown,"Interim Dean, College of Business",https://news.ucdenver.edu/christie-david-named-new-business-school-dean/,high,batch_12_findings.json
514,appointment_start_month_year,applied,2020,Jul-20,https://business-news.ucdenver.edu/2020/07/15/cu-denver-business-school-welcomes-dean-scott-dawson/,high,batch_12_findings.json
514,dean_name,applied,Dawson,Scott Dawson,https://business-news.ucdenver.edu/2020/07/15/cu-denver-business-school-welcomes-dean-scott-dawson/,high,batch_12_findings.json
514,gender,applied,M,M,https://business-news.ucdenver.edu/2020/07/15/cu-denver-business-school-welcomes-dean-scott-dawson/,high,batch_12_findings.json
514,origin_category,applied,Unknown,External,https://business.ucdenver.edu/about/our-people/scott-dawson,medium,batch_12_findings.json
514,prior_institution,applied,Unknown,University of Arizona (PhD/MBA); prior deanship at Portland State University,https://business.ucdenver.edu/about/our-people/scott-dawson,medium,batch_12_findings.json
515,dean_name,applied,John Hunter,"William C. ""Curt"" Hunter",https://www.linkedin.com/in/w-curt-hunter-033b5216/,high,batch_13_findings_part1.json
516,dean_name,applied,Earley,P. Christopher Earley,https://hartfordbusiness.com/article/uconn-business-dean-earley-quits-heads-to-purdue/,high,batch_13_findings_part1.json
516,origin_category,applied,External,External,https://hartfordbusiness.com/article/uconn-business-dean-earley-quits-heads-to-purdue/,high,batch_13_findings_part1.json
516,prior_institution,skipped_old_mismatch,Unknown,National University of Singapore Business School (Dean),https://hartfordbusiness.com/article/uconn-business-dean-earley-quits-heads-to-purdue/,high,batch_13_findings_part1.json
517,dean_name,applied,Fox,Karla Harbin Fox,https://www.business.uconn.edu/person/karla-fox/,high,batch_13_findings_part1.json
518,dean_name,applied,Elliott,John A. Elliott,https://today.uconn.edu/2012/03/john-a-elliott-named-dean-of-uconn%E2%80%99s-school-of-business/,high,batch_13_findings_part1.json
518,origin_category,applied,Internal,External,https://today.uconn.edu/2012/03/john-a-elliott-named-dean-of-uconn%E2%80%99s-school-of-business/,high,batch_13_findings_part1.json
518,prior_institution,skipped_old_mismatch,University of Connecticut,"Zicklin School of Business, Baruch College (CUNY)",https://today.uconn.edu/2012/03/john-a-elliott-named-dean-of-uconn%E2%80%99s-school-of-business/,high,batch_13_findings_part1.json
518,prior_position_title,applied,Professor,"Dean, Zicklin School of Business (Baruch College, CUNY)",https://today.uconn.edu/2012/03/john-a-elliott-named-dean-of-uconn%E2%80%99s-school-of-business/,high,batch_13_findings_part1.json
519,dean_name,applied,Reilly,Greg Reilly,https://today.uconn.edu/2024/12/management-professor-department-head-greg-reilly-named-interim-dean-of-school-of-business/,high,batch_13_findings_part1.json
520,dean_name,applied,Day,"Robert ""Bob"" Day",https://today.uconn.edu/2026/04/professor-robert-day-named-interim-dean-of-business-school-as-university-renews-search-for-permanent-leader/,high,batch_13_findings_part1.json
521,dean_name,applied,Brucker,Eric Brucker,https://www.udel.edu/udaily/2023/august/in-memoriam-eric-brucker/,high,batch_13_findings_part1.json
522,dean_name,applied,Biederman,Kenneth R. Biederman,http://www1.udel.edu/Finance/Biederman/Biederman_bio.htm,high,batch_13_findings_part1.json
523,dean_name,applied,Johnson,Dana J. Johnson,https://lerner.udel.edu/seeing-opportunity/breaking-barriers-remembering-dana-johnson-lerners-first-female-dean/,high,batch_13_findings_part1.json
524,dean_name,applied,Ginzberg,Michael Ginzberg,https://www.yu.edu/news/yeshiva-university-appoints-michael-ginzberg-nationally-prominent-information-technology-expert-as-dean-of-sy-syms-school-of-business,high,batch_13_findings_part1.json
525,origin_category,applied,External,Internal,https://www1.udel.edu/udaily/2011/sep/dean-lerner-college090810.html,high,batch_13_findings_part1.json
525,prior_institution,skipped_old_mismatch,Unknown,University of Delaware (internal),https://www1.udel.edu/udaily/2011/sep/dean-lerner-college090810.html,high,batch_13_findings_part1.json
525,prior_position_title,applied,Administrator/Faculty,"Vice Provost for Academic and International Programs / Interim Dean, College of Arts and Sciences",https://www1.udel.edu/udaily/2011/sep/dean-lerner-college090810.html,high,batch_13_findings_part1.json
526,dean_name,applied,Weber,Bruce W. Weber,https://www1.udel.edu/udaily/2011/may/lerner-dean-weber-050211.html,high,batch_13_findings_part1.json
528,source_url,applied,https://en.wikipedia.org/wiki/John_Kraft_(academic,https://en.wikipedia.org/wiki/John_Kraft_(academic),https://en.wikipedia.org/wiki/John_Kraft_(academic),high,batch_13_findings_part2.json
530,source_url,applied,https://news.mays.tamu.edu/,https://en.wikipedia.org/wiki/Terry_College_of_Business,https://en.wikipedia.org/wiki/Terry_College_of_Business,high,batch_13_findings_part2.json
533,source_url,applied,https://news.uga.edu/charles-knapp-interim-dean-uga-terry-college-business/,https://news.uga.edu/benson-to-head-sc-college-interim-terry-dean-named/,https://news.uga.edu/benson-to-head-sc-college-interim-terry-dean-named/,high,batch_13_findings_part2.json
538,appointment_end_year,applied,2025,current (still serving as of March 2026),https://shidler.hawaii.edu/news/2026/03/23/after-21-years-a-new-chapter-begins-dean-vance-roleys-transition-back-to-class,high,batch_13_findings_part2.json
538,prior_institution,skipped_old_mismatch,University of Washington / Federal Reserve,"Federal Reserve Bank of Kansas City, University of Washington",https://en.wikipedia.org/wiki/V._Vance_Roley,high,batch_13_findings_part2.json
541,dean_name,applied,George,Thomas J. George,https://www.bauer.uh.edu/news/2018/ramchand-steps-down-george-named-interim-dean/,high,batch_13_findings_part2.json
541,prior_position_title,skipped_old_mismatch,Associate Dean,"Senior Associate Dean for Faculty Affairs (C.T. Bauer Professor of Finance, director of AIM Center for Investment Management)",https://www.bauer.uh.edu/news/2018/ramchand-steps-down-george-named-interim-dean/,high,batch_13_findings_part2.json
542,prior_position_title,skipped_old_mismatch,Dean,"Senior Associate Dean for Faculty Research, Doctoral Programs, and Strategic Initiatives, Fox School of Business, Temple University",https://www.bauer.uh.edu/insidebauer/2019-spring/paul-a-pavlou-named-bauer-college-dean/,high,batch_13_findings_part2.json
543,dean_name,applied,Kumar,Praveen Kumar,https://thedailycougar.com/2024/06/12/interim-dean-assigned-for-c-t-bauer-college-of-business/,high,batch_13_findings_part2.json
543,prior_position_title,skipped_old_mismatch,Professor,"Senior Associate Dean of Faculty Affairs / Cullen Distinguished University Chair, Professor of Finance, Bauer College",https://thedailycougar.com/2024/06/12/interim-dean-assigned-for-c-t-bauer-college-of-business/,high,batch_13_findings_part2.json
544,appointment_start_month_year,skipped_old_mismatch,2025,May-25/2025,https://www.uh.edu/news-events/stories/2025/march/03202025-bauer-dean.php,high,batch_13_findings_part2.json
544,dean_name,applied,Geng,Xianjun Geng,https://www.uh.edu/news-events/stories/2025/march/03202025-bauer-dean.php,high,batch_13_findings_part2.json
544,prior_position_title,skipped_old_mismatch,Professor of MIS,"Senior Associate Dean for Academic Programs, Professor of Management Science and Freeman School Distinguished Chair in Business, Tulane University A.B. Freeman School of Business",https://www.uh.edu/news-events/stories/2025/march/03202025-bauer-dean.php,high,batch_13_findings_part2.json
545,dean_name,applied,Michael Chopin,Marc C. Chopin,https://idahobusinessreview.com/2016/09/30/marc-c-chopin-appointed-dean-at-university-of-idaho-college-of-business-and-economics/,high,batch_13_findings_part2.json
547,appointment_end_month_year,applied,2007,2008,https://today.uic.edu/university-of-illinois-administrator-named-hospital-ceo/,medium,batch_14_findings.json
547,appointment_end_year,applied,2007,2008,https://today.uic.edu/university-of-illinois-administrator-named-hospital-ceo/,medium,batch_14_findings.json
548,appointment_start_month_year,applied,2008,2009,https://dailyillini.com/news-stories/2009/05/07/college-of-business-veteran-named-dean/,medium,batch_14_findings.json
548,appointment_start_year,applied,2008,2009,https://dailyillini.com/news-stories/2009/05/07/college-of-business-veteran-named-dean/,medium,batch_14_findings.json
550,dean_name,applied,Sara Elliott,W. Brooke Elliott,https://giesbusiness.illinois.edu/about/leadership,high,batch_14_findings.json
556,appointment_start_month_year,applied,2022,Aug-23,https://business.uic.edu/news-stories/sandy-j-wayne-named-dean-of-the-college-of-business-administration/,high,batch_14_findings.json
556,is_interim,applied,0,1 (for 2022-2023 portion),https://provost.uic.edu/news-stories/sandy-wayne-named-interim-dean-of-the-college-of-business-administration/,high,batch_14_findings.json
557,appointment_end_month_year,applied,2003,2005,https://www.foriowa.org/daa/daa-profile.php?namer=true&profileid=542,medium,batch_14_findings.json
557,appointment_end_year,applied,2003,2005,https://www.foriowa.org/daa/daa-profile.php?namer=true&profileid=542,medium,batch_14_findings.json
557,appointment_start_month_year,applied,1993,1994,https://www.foriowa.org/daa/daa-profile.php?namer=true&profileid=542,medium,batch_14_findings.json
557,appointment_start_year,applied,1993,1994,https://www.foriowa.org/daa/daa-profile.php?namer=true&profileid=542,medium,batch_14_findings.json
558,appointment_start_month_year,applied,2003,2005 or 2006,https://www.nndb.com/people/933/000169426/,medium,batch_14_findings.json
558,appointment_start_year,applied,2003,2005,https://www.nndb.com/people/933/000169426/,medium,batch_14_findings.json
558,prior_institution,applied,Federal Reserve Bank of Chicago,University of Connecticut,https://www.nndb.com/people/933/000169426/,medium,batch_14_findings.json
558,prior_position_title,applied,Senior VP and Director of Research,"Dean, University of Connecticut School of Business (2003-2005)",https://www.nndb.com/people/933/000169426/,medium,batch_14_findings.json
560,is_interim,applied,0,1 (Nov 2019-Nov 2020 portion),https://dailyiowan.com/2019/11/26/amy-kristof-brown-named-tippie-college-of-business-interim-dean/,high,batch_14_findings.json
570,appointment_start_month_year,applied,Jan-12,Jul-11,https://gatton.uky.edu/about-us/about-gatton-college/college-history,medium,batch_14_findings.json
570,appointment_start_year,applied,2012,2011,https://gatton.uky.edu/about-us/about-gatton-college/college-history,medium,batch_14_findings.json
578,appointment_start_month_year,applied,Apr-23,Jul-22 (as interim); Apr-23 (as permanent),https://umaine.edu/business/blog/2023/04/24/jason-harkins-new-executive-dean-of-the-maine-business-school/,high,batch_14_findings.json
578,is_interim,applied,0,1 (for Jul 2022-Apr 2023 portion),https://www.bangordailynews.com/2023/03/24/bdn-maine/harkins-named-executive-dean-of-the-maine-business-school/,high,batch_14_findings.json
586,notes,applied_notes,Gap of ~1 year between O'Brien departure (2006) and Butterfield interim appointment (September 2007). Identity of acting dean not confirmed in available sources.,"Bisgaard served as interim/acting dean 2006-2007, bridging O'Brien's retirement and Butterfield's Sept 2007 appointment; identity is confirmed (Isenberg timeline page and multiple sources).",https://www.isenberg.umass.edu/timeline/bisgaard-named-dean,high,rem_07_findings.json
594,appointment_end_month_year,CONFLICT_skipped,2017,2016 | Jun-16,https://article.wn.com/view/2016/05/11/University_of_Miami_business_school_dean_to_step_down,high,rem_07_findings.json
594,appointment_end_year,applied,2017,2016,https://article.wn.com/view/2016/05/11/University_of_Miami_business_school_dean_to_step_down,high,rem_07_findings.json
594,dean_name,CONFLICT_skipped,John Anderson,Eugene Anderson | Eugene W. Anderson,https://www.miamitodaynews.com/news/111026/story-profile.shtml,high,rem_07_findings.json
594,prior_position_title,applied,Professor of Marketing,"Senior Associate Dean for Academic Affairs, Professor of Business Administration",https://www.miamitodaynews.com/news/111026/story-profile.shtml,medium,rem_07_findings.json
596,appointment_end_month_year,applied,2024,Jul-24,https://en.wikipedia.org/wiki/Miami_Herbert_Business_School,high,rem_07_findings.json
596,appointment_start_month_year,applied,2023,Jan-23,https://news.miami.edu/stories/2022/12/interim-dean-selected-for-the-miami-herbert-business-school.html,high,rem_07_findings.json
596,dean_name,applied,Nicolle Olazabal,Ann M. Olazábal,https://news.miami.edu/stories/2022/12/interim-dean-selected-for-the-miami-herbert-business-school.html,high,rem_07_findings.json
596,prior_position_title,applied,Associate Dean,Vice Dean of Lifelong Learning and Executive Education,https://news.miami.edu/stories/2022/12/interim-dean-selected-for-the-miami-herbert-business-school.html,high,rem_07_findings.json
597,appointment_start_month_year,applied,2024,Jul-24,https://news.miami.edu/stories/2024/04/paul-pavlou-named-new-dean-of-miami-herbert-business-school.html,high,rem_07_findings.json
612,notes,applied_notes,Gap between Boxx (ended 1999) and Harvey (started 2001). Wikipedia dean list skips from Boxx to Harvey. No interim identified.,"Keith Womer served as interim dean of the School of Business Administration 1999-2001, per UMSL Daily bio and eGrove Ole Miss news archive. Identity is confirmed, contrary to the row's original note.",https://blogs.umsl.edu/news/2020/07/02/womer-named-interim-dean/,high,rem_07_findings.json
616,notes,CONFLICT_skipped,Approximate start based on 20-year tenure ending Sep 2010; covers 1995-2010 per multiple sources including Wikipedia and faculty page.,"Start year confirmed as 1990 (June 1990), consistent with the 1990-2010 start/end years already in the row. The '1995-2010' note text is erroneous/stale and should be removed — no source supports a 1995 start. Multiple independent sources (MU News Bureau via search snippet, COMO Magazine 2010 article, MU official Trulaske history page) confirm a 20-year tenure ending in 2010, which is consistent with a 1990 start, not 1995. | Start year confirmed as 1990 (June 1990). The dataset's start_year=1990 and Sep-90 are CORRECT; the note text referencing '1995-2010' is stale/erroneous and should be removed. Multiple independent sources (COMO Magazine 2010, MU Trulaske history page, search-indexed MU News Bureau release) confirm a 20-year tenure ending Sep 1, 2010, consistent with a 1990 start, and that he came from 16 years on faculty at Arizona State University.",https://comomag.com/2010/08/06/stepping-down-branching-out-mu-business-dean-focusing-on-economic-development-efforts/,high,batch_16_findings.json
622,appointment_end_month_year,applied,2008,Jun-09,https://journalstar.com/business/anderson-named-interim-dean-of-unl-business-college/article_434b2df6-8794-5c60-a8e7-f8c9f0ce57ed.html,high,batch_16_findings.json
622,appointment_end_year,applied,2008,2009,https://scarlet.unl.edu/index-p=747.html,high,batch_16_findings.json
623,start_month_year,skipped_unknown_field,Jun-08,May-09,https://journalstar.com/business/anderson-named-interim-dean-of-unl-business-college/article_434b2df6-8794-5c60-a8e7-f8c9f0ce57ed.html,high,batch_16_part2.json
623,appointment_start_month_year,applied,Jun-08,May-09,https://journalstar.com/business/anderson-named-interim-dean-of-unl-business-college/article_434b2df6-8794-5c60-a8e7-f8c9f0ce57ed.html,high,batch_16_findings.json
623,appointment_start_year,applied,2008,2009,https://journalstar.com/business/anderson-named-interim-dean-of-unl-business-college/article_434b2df6-8794-5c60-a8e7-f8c9f0ce57ed.html,high,batch_16_findings.json
623,origin_category,applied,Internal,Interim-Internal,https://journalstar.com/business/anderson-named-interim-dean-of-unl-business-college/article_434b2df6-8794-5c60-a8e7-f8c9f0ce57ed.html,medium,batch_16_findings.json
625,is_interim,CONFLICT_skipped,0,"1 (for Jan-17 to Dec-17 portion only; should be 0 from Dec-17 onward) | Row conflates two spells: interim Jan-17 to Dec-17 (is_interim=1), then permanent Dec-17 to present (is_interim=0). See missing_spells entry for the interim portion.",https://business.unl.edu/news/nebraska-elevates-farrell-lead-college-business/,high,batch_16_findings.json
631,gender,applied,M,F,https://www.unr.edu/business/faculty-and-staff/edberg-dana,high,batch_16_findings.json
633,appointment_end_month_year,applied,2022,Jun-22,https://www.nhsbdc.org/blog/2022/06/unhs-peter-t-paul-colleges-dean-deborah-merrill-sands-retires,high,batch_16_findings.json
636,appointment_end_month_year,applied,2019,Jan-19,https://news.unm.edu/news/berman-named-acting-dean-of-unms-anderson-school-of-management,high,batch_16_findings.json
636,is_interim,CONFLICT_skipped,0,"1 (for Jul-14 to ~2015 portion only; should be 0 once made permanent in 2015) | Row conflates two spells: interim Jul-14 to Oct-15 (is_interim=1), then permanent Oct-15 to Jan-19 (is_interim=0).",https://news.unm.edu/news/white-appointed-dean-of-anderson-school-of-management,high,batch_16_findings.json
636,prior_position_title,CONFLICT_skipped,Faculty/Administrator,"Chair, Department of Accounting (Moss Adams Professor of Accounting) | Chair, Department of Accounting (Moss Adams Professor of Accounting), University of New Mexico",https://news.unm.edu/news/white-appointed-interim-dean-at-anderson-school,high,batch_16_findings.json
637,start_month_year,skipped_unknown_field,Jan-19,"Jan-19 (confirmed correct for this spell, but this is his SECOND interim spell -- a first spell in 2017 is missing from dataset)",https://news.unm.edu/news/berman-named-acting-dean-of-unms-anderson-school-of-management,high,batch_16_part2.json
639,prior_position_title,applied,Administrator,"Dean of Graduate Studies, University of New Mexico (2013-2022); Professor of Civil Engineering",https://news.unm.edu/news/julie-coonrod-named-interim-dean-at-unms-anderson-school-of-management,high,batch_16_findings.json
645,note/verification,skipped_unknown_field,prior_position_title 'CEO Suncorp-Metway' flagged as suspicious/unverified,"Confirmed accurate. Jones was CEO and managing director of Suncorp Metway Ltd. (one of Australia's 25 largest companies, based in Brisbane) from approximately 1996-2002, immediately prior to becoming UNC Kenan-Flagler dean in 2003. He joked to the press he was an 'accidental dean.' Earlier in his career he was CEO of ANZ-New Zealand (managing director/CEO, Wellington) and before that a McKinsey consultant (1984-89). The lanterncare.com source_url only mentions the ANZ role and omits the more recent/relevant Suncorp-Metway role, making it an incomplete but not contradictory source.",https://www.alumni.hbs.edu/stories/Pages/story-bulletin.aspx?num=2244,high,batch_16_part1.json
645,source_url,applied,https://lanterncare.com/members/steve-jones/,"prior_position_title/prior_institution ('CEO, Suncorp-Metway') CONFIRMED ACCURATE, not an error. Recommend replacing source_url with a more reliable one -- lanterncare.com is an unrelated low-quality domain.",https://www.alumni.hbs.edu/stories/Pages/story-bulletin.aspx?num=2244,high,batch_16_findings.json
650,origin_category,applied,Internal,External,https://www.unc.edu/posts/2023/06/13/mary-margaret-frank-named-dean-of-kenan-flagler-business-school/,high,batch_16_findings.json
653,appointment_start_month_year,applied,Jul-25,Jul-25,https://blogs.und.edu/uletter/2025/05/patrick-oneill-named-interim-dean-of-nistler-college-of-business-public-administration/,high,rem_07_findings.json
701,appointment_end_month_year,applied,Jun-25,Aug-25,https://poetsandquants.com/2025/04/29/following-deans-departure-simon-business-school-turns-to-a-veteran-faculty-leader/,high,seed_chat_reports_findings.json
705,origin_category,applied,Internal,External,https://sc.edu/study/colleges_schools/moore/about/press_room/news_and_announcements/2016/welcome_center_name.php,high,seed_chat_reports3_findings.json
707,has_prior_dean_exp,applied,1,0,https://whosonthemove.com/uofsc-moore-school-announces-2016-distinguished-award-winners-178711/,high,seed_chat_reports3_findings.json
708,origin_category,applied,Unknown,External,https://sc.edu/study/colleges_schools/moore/about/press_room/news_and_announcements/2016/welcome_center_name.php,high,seed_chat_reports3_findings.json
710,appointment_end_month_year,applied,Jul-23,Dec-22,https://cms.sc.edu/study/colleges_schools/moore/about/leadership/annual_report/,high,seed_chat_reports3_findings.json
710,appointment_end_year,applied,2023,2022,https://cms.sc.edu/study/colleges_schools/moore/about/leadership/annual_report/,high,seed_chat_reports3_findings.json
711,next_role,applied,Provost_president_chancellor,Faculty_emeritus,https://sc.edu/study/colleges_schools/moore/directory/verma_rohit.php,high,seed_chat_reports3_findings.json
716,appointment_end_month_year,applied,Jun-03,2004,https://uscmarshallweb.s3-us-west-2.amazonaws.com/assets/uploads/s1/cv/rww_cv-1.pdf,high,seed_chat_reports_findings.json
716,appointment_end_year,applied,2003,2004,https://uscmarshallweb.s3-us-west-2.amazonaws.com/assets/uploads/s1/cv/rww_cv-1.pdf,high,seed_chat_reports_findings.json
716,prior_institution,applied,"Wharton School, University of Pennsylvania",University of Southern California,https://uscmarshallweb.s3-us-west-2.amazonaws.com/assets/uploads/s1/cv/rww_cv-1.pdf,high,seed_chat_reports_findings.json
721,appointment_end_month_year,skipped_old_mismatch,current,Jul-26,https://www.provost.usc.edu/transition-at-the-usc-marshall-school-of-business/,high,seed_chat_reports_findings.json
721,appointment_end_year,applied,,2026,https://poetsandquants.com/2026/06/12/usc-marshall-dean-geoffrey-garrett-to-step-down-ahead-of-planned-no-confidence-vote/,high,seed_chat_reports_findings.json
767,prior_position_title,skipped_old_mismatch,Chair of Finance Department and Associate Dean,"Chair of Finance Department (1984-1991), then Associate Dean for Academic Affairs (Jul 1991-Dec 1994), U Maryland Smith School",http://faculty.washington.edu/bradford/Bradford_Resume_2014-12-31.pdf,medium,batch_20_part1.json
768,appointment_end_month_year,applied,Jan-05,"Jul-04 (announced departure late March 2004; started at USC Marshall July 1, 2004)",https://www.dailyuw.com/news/dean-leaves-business-school/article_86ea1d26-c766-59de-b041-4120516ec6c4.html,high,batch_20_part1.json
