appointment_id,institution_id,seat_id,seat_level,source_index,title_verbatim,unit_name,person_id,start_date,start_precision,end_date,end_precision,end_date_suppressed,is_current,is_interim,is_interim_legacy,interim_evidence,interim_evidence_quote,interim_override,interim_override_reason,interim_diverges_from_legacy,title_is_compound,converted_to_permanent,linked_permanent_id,predecessor_appointment_id,appointment_seq,is_left_censored,last_verified_date,announcement_date,search_start_date,search_firm,is_internal_hire,source_url
US-BOSTON-UNIVERSITY-D-BOSTON-UNIVERSITY-SCHOOL-OF-LAW-1989-6,US-BOSTON-UNIVERSITY,US-BOSTON-UNIVERSITY-D-BOSTON-UNIVERSITY-SCHOOL-OF-LAW,dean,r1-lawschool-deans.json,,Boston University School of Law,P02404,1989-01-01,year,1990-01-01,year,FALSE,FALSE,TRUE,TRUE,narrative_unanchored,Ad interim dean,TRUE,Ad interim dean,FALSE,FALSE,FALSE,,US-BOSTON-UNIVERSITY-D-BOSTON-UNIVERSITY-SCHOOL-OF-LAW-1988-5,6,FALSE,,,,,,https://www.bu.edu/law/about/history-of-the-school/
US-EMORY-UNIVERSITY-D-EMORY-UNIVERSITY-SCHOOL-OF-LAW-1989-13,US-EMORY-UNIVERSITY,US-EMORY-UNIVERSITY-D-EMORY-UNIVERSITY-SCHOOL-OF-LAW,dean,r1-lawschool-deans.json,,Emory University School of Law,P02405,1989-01-01,year,2001-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,US-EMORY-UNIVERSITY-D-EMORY-UNIVERSITY-SCHOOL-OF-LAW-1985-12,13,FALSE,,,,,,https://www.lawdeans.com/schoolprofile.php?UID=42
US-FLORIDA-STATE-UNIVERSITY-D-FLORIDA-STATE-UNIVERSITY-COLLEGE-OF-LAW-1989-5,US-FLORIDA-STATE-UNIVERSITY,US-FLORIDA-STATE-UNIVERSITY-D-FLORIDA-STATE-UNIVERSITY-COLLEGE-OF-LAW,dean,r1-lawschool-deans.json,,Florida State University College of Law,P02406,1989-01-01,year,1991-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,US-FLORIDA-STATE-UNIVERSITY-D-FLORIDA-STATE-UNIVERSITY-COLLEGE-OF-LAW-1984-4,5,FALSE,,,,,,https://law.fsu.edu/60th-timeline
US-GEORGETOWN-UNIVERSITY-D-GEORGETOWN-UNIVERSITY-LAW-CENTER-1989-5,US-GEORGETOWN-UNIVERSITY,US-GEORGETOWN-UNIVERSITY-D-GEORGETOWN-UNIVERSITY-LAW-CENTER,dean,r1-lawschool-deans.json,,Georgetown University Law Center,P02407,1989-01-01,year,2004-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,US-GEORGETOWN-UNIVERSITY-D-GEORGETOWN-UNIVERSITY-LAW-CENTER-1983-4,5,FALSE,,,,,TRUE,https://www.law.georgetown.edu/library/special-collections/archives/georgetown-law-timeline/
US-HARVARD-UNIVERSITY-D-HARVARD-LAW-SCHOOL-1989-4,US-HARVARD-UNIVERSITY,US-HARVARD-UNIVERSITY-D-HARVARD-LAW-SCHOOL,dean,r1-lawschool-deans.json,,Harvard Law School,P02408,1989-01-01,year,2003-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,US-HARVARD-UNIVERSITY-D-HARVARD-LAW-SCHOOL-1981-3,4,FALSE,,,,,TRUE,https://guides.library.harvard.edu/c.php?g=310696&p=3961658
US-PACE-UNIVERSITY-D-ELISABETH-HAUB-SCHOOL-OF-LAW-AT-PACE-UNIVERSITY-1989-4,US-PACE-UNIVERSITY,US-PACE-UNIVERSITY-D-ELISABETH-HAUB-SCHOOL-OF-LAW-AT-PACE-UNIVERSITY,dean,r1-lawschool-deans.json,,Elisabeth Haub School of Law at Pace University,P02409,1989-01-01,year,1993-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,US-PACE-UNIVERSITY-D-ELISABETH-HAUB-SCHOOL-OF-LAW-AT-PACE-UNIVERSITY-1983-3,4,FALSE,,,,,,https://www.pace.edu/law/about-us/history
US-SOUTHERN-METHODIST-UNIVERSITY-D-SMU-DEDMAN-SCHOOL-OF-LAW-1989-5,US-SOUTHERN-METHODIST-UNIVERSITY,US-SOUTHERN-METHODIST-UNIVERSITY-D-SMU-DEDMAN-SCHOOL-OF-LAW,dean,r1-lawschool-deans.json,,SMU Dedman School of Law,P02410,1989-01-01,year,1997-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,US-SOUTHERN-METHODIST-UNIVERSITY-D-SMU-DEDMAN-SCHOOL-OF-LAW-1986-4,5,FALSE,,,,,TRUE,https://www.lawdeans.com/schoolprofile.php?UID=99
US-TEMPLE-UNIVERSITY-D-TEMPLE-UNIVERSITY-BEASLEY-SCHOOL-OF-LAW-1989-2,US-TEMPLE-UNIVERSITY,US-TEMPLE-UNIVERSITY-D-TEMPLE-UNIVERSITY-BEASLEY-SCHOOL-OF-LAW,dean,r1-lawschool-deans.json,,Temple University Beasley School of Law,P02411,1989-01-01,year,2008-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,US-TEMPLE-UNIVERSITY-D-TEMPLE-UNIVERSITY-BEASLEY-SCHOOL-OF-LAW-1972-1,2,FALSE,,,,,TRUE,https://law.temple.edu/directory/deans/
US-UNIVERSITY-OF-ARIZONA-D-UNIVERSITY-OF-ARIZONA-JAMES-E-ROGERS-COLLEGE-OF-1989-6,US-UNIVERSITY-OF-ARIZONA,US-UNIVERSITY-OF-ARIZONA-D-UNIVERSITY-OF-ARIZONA-JAMES-E-ROGERS-COLLEGE-OF,dean,r1-lawschool-deans.json,,University of Arizona James E. Rogers College of Law,P02412,1989-01-01,year,1995-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-ARIZONA-D-UNIVERSITY-OF-ARIZONA-JAMES-E-ROGERS-COLLEGE-OF-1988-5,6,FALSE,,,,,,https://www.lawdeans.com/schoolprofile.php?UID=121
US-UNIVERSITY-OF-CINCINNATI-D-UNIVERSITY-OF-CINCINNATI-DONALD-P-KLEKAMP-COLLEG-1989-10,US-UNIVERSITY-OF-CINCINNATI,US-UNIVERSITY-OF-CINCINNATI-D-UNIVERSITY-OF-CINCINNATI-DONALD-P-KLEKAMP-COLLEG,dean,r1-lawschool-deans.json,,University of Cincinnati Donald P. Klekamp College of Law,P02413,1989-01-01,year,2004-01-01,year,FALSE,FALSE,FALSE,FALSE,narrative_two_appointments,Served as acting dean 1989-1990 before being named permanent dean,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-CINCINNATI-D-UNIVERSITY-OF-CINCINNATI-DONALD-P-KLEKAMP-COLLEG-1986-9,10,FALSE,,,,,,https://www.lawdeans.com/schoolprofile.php?UID=130
US-UNIVERSITY-OF-KANSAS-D-UNIVERSITY-OF-KANSAS-SCHOOL-OF-LAW-1989-3,US-UNIVERSITY-OF-KANSAS,US-UNIVERSITY-OF-KANSAS-D-UNIVERSITY-OF-KANSAS-SCHOOL-OF-LAW,dean,r1-lawschool-deans.json,,University of Kansas School of Law,P02414,1989-01-01,year,1994-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-KANSAS-D-UNIVERSITY-OF-KANSAS-SCHOOL-OF-LAW-1980-2,3,FALSE,,,,,,https://lawdeans.com/schoolprofile.php?UID=144
US-UNIVERSITY-OF-NORTH-CAROLINA-D-UNIVERSITY-OF-NORTH-CAROLINA-SCHOOL-OF-LAW-1989-5,US-UNIVERSITY-OF-NORTH-CAROLINA,US-UNIVERSITY-OF-NORTH-CAROLINA-D-UNIVERSITY-OF-NORTH-CAROLINA-SCHOOL-OF-LAW,dean,r1-lawschool-deans.json,,University of North Carolina School of Law,P02415,1989-01-01,year,1999-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-NORTH-CAROLINA-D-UNIVERSITY-OF-NORTH-CAROLINA-SCHOOL-OF-LAW-1988-4,5,FALSE,,,,,TRUE,https://law.unc.edu/about/dean-of-the-law-school/
US-UNIVERSITY-OF-PENNSYLVANIA-D-UNIVERSITY-OF-PENNSYLVANIA-CAREY-LAW-SCHOOL-1989-19,US-UNIVERSITY-OF-PENNSYLVANIA,US-UNIVERSITY-OF-PENNSYLVANIA-D-UNIVERSITY-OF-PENNSYLVANIA-CAREY-LAW-SCHOOL,dean,r1-lawschool-deans.json,,University of Pennsylvania Carey Law School,P02297,1989-01-01,year,1999-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-PENNSYLVANIA-D-UNIVERSITY-OF-PENNSYLVANIA-CAREY-LAW-SCHOOL-1982-18,19,FALSE,,,,,FALSE,https://archives.upenn.edu/exhibits/penn-people/notables/university-leaders/deans/law-school-deans/
US-WAKE-FOREST-UNIVERSITY-D-WAKE-FOREST-UNIVERSITY-SCHOOL-OF-LAW-1989-4,US-WAKE-FOREST-UNIVERSITY,US-WAKE-FOREST-UNIVERSITY-D-WAKE-FOREST-UNIVERSITY-SCHOOL-OF-LAW,dean,r1-lawschool-deans.json,,Wake Forest University School of Law,P02416,1989-01-01,year,2007-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,US-WAKE-FOREST-UNIVERSITY-D-WAKE-FOREST-UNIVERSITY-SCHOOL-OF-LAW-1979-3,4,FALSE,,,,,,https://directory.law.wfu.edu/walshrk/education/
US-WEST-VIRGINIA-UNIVERSITY-D-WEST-VIRGINIA-UNIVERSITY-COLLEGE-OF-LAW-1989-11,US-WEST-VIRGINIA-UNIVERSITY,US-WEST-VIRGINIA-UNIVERSITY-D-WEST-VIRGINIA-UNIVERSITY-COLLEGE-OF-LAW,dean,r1-lawschool-deans.json,,West Virginia University College of Law,P02417,1989-01-01,year,1992-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,US-WEST-VIRGINIA-UNIVERSITY-D-WEST-VIRGINIA-UNIVERSITY-COLLEGE-OF-LAW-1982-10,11,FALSE,,,,,,https://www.law.wvu.edu/about-us/history
US-ARIZONA-STATE-UNIVERSITY-D-SANDRA-DAY-O-CONNOR-COLLEGE-OF-LAW-1989-5,US-ARIZONA-STATE-UNIVERSITY,US-ARIZONA-STATE-UNIVERSITY-D-SANDRA-DAY-O-CONNOR-COLLEGE-OF-LAW,dean,r1-lawschool-deans.json,,Sandra Day O'Connor College of Law,P01514,1989-01-01,year,1990-01-01,year,FALSE,FALSE,TRUE,TRUE,none,,TRUE,legacy ETL flag only; no source evidence,FALSE,FALSE,FALSE,,US-ARIZONA-STATE-UNIVERSITY-D-SANDRA-DAY-O-CONNOR-COLLEGE-OF-LAW-1984-4,5,FALSE,,,,,,https://www.lawdeans.com/schoolprofile.php?UID=20
US-COLUMBIA-UNIVERSITY-D-COLUMBIA-UNIVERSITY-VAGELOS-COLLEGE-OF-PHYSICIAN-1989-4,US-COLUMBIA-UNIVERSITY,US-COLUMBIA-UNIVERSITY-D-COLUMBIA-UNIVERSITY-VAGELOS-COLLEGE-OF-PHYSICIAN,dean,r1-medschool-deans.json,,Columbia University Vagelos College of Physicians and Surgeons,P02418,1989-01-01,year,2000-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,US-COLUMBIA-UNIVERSITY-D-COLUMBIA-UNIVERSITY-VAGELOS-COLLEGE-OF-PHYSICIAN-1984-3,4,FALSE,,,,,FALSE,https://www.library-archives.cumc.columbia.edu/deans-health-sciences-schools
US-DUKE-UNIVERSITY-D-DUKE-UNIVERSITY-SCHOOL-OF-MEDICINE-1989-4,US-DUKE-UNIVERSITY,US-DUKE-UNIVERSITY-D-DUKE-UNIVERSITY-SCHOOL-OF-MEDICINE,dean,r1-medschool-deans.json,,Duke University School of Medicine,P02419,1989-01-01,year,1999-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,US-DUKE-UNIVERSITY-D-DUKE-UNIVERSITY-SCHOOL-OF-MEDICINE-1964-3,4,FALSE,,,,,,https://medschool.duke.edu/about-us/history
US-EMORY-UNIVERSITY-D-EMORY-UNIVERSITY-SCHOOL-OF-MEDICINE-1989-6,US-EMORY-UNIVERSITY,US-EMORY-UNIVERSITY-D-EMORY-UNIVERSITY-SCHOOL-OF-MEDICINE,dean,r1-medschool-deans.json,,Emory University School of Medicine,P02420,1989-01-01,year,1996-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,US-EMORY-UNIVERSITY-D-EMORY-UNIVERSITY-SCHOOL-OF-MEDICINE-1984-5,6,FALSE,,,,,TRUE,https://med.emory.edu/about/leadership/about-the-dean/dean-history.html
US-UNIVERSITY-OF-CALIFORNIA-IRVINE-D-UC-IRVINE-SCHOOL-OF-MEDICINE-1989-4,US-UNIVERSITY-OF-CALIFORNIA-IRVINE,US-UNIVERSITY-OF-CALIFORNIA-IRVINE-D-UC-IRVINE-SCHOOL-OF-MEDICINE,dean,r1-medschool-deans.json,,UC Irvine School of Medicine,P02421,1989-01-01,year,1994-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-CALIFORNIA-IRVINE-D-UC-IRVINE-SCHOOL-OF-MEDICINE-1987-3,4,FALSE,,,,,TRUE,https://medschool.uci.edu/about/history
US-UNIVERSITY-OF-FLORIDA-D-UNIVERSITY-OF-FLORIDA-COLLEGE-OF-MEDICINE-1989-6,US-UNIVERSITY-OF-FLORIDA,US-UNIVERSITY-OF-FLORIDA-D-UNIVERSITY-OF-FLORIDA-COLLEGE-OF-MEDICINE,dean,r1-medschool-deans.json,,University of Florida College of Medicine,P02422,1989-01-01,year,1996-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-FLORIDA-D-UNIVERSITY-OF-FLORIDA-COLLEGE-OF-MEDICINE-1988-5,6,FALSE,,,,,,https://history.med.ufl.edu/course-offerings/deans-by-college/
US-UNIVERSITY-OF-HAWAII-MANOA-D-JOHN-A-BURNS-SCHOOL-OF-MEDICINE-1989-2,US-UNIVERSITY-OF-HAWAII-MANOA,US-UNIVERSITY-OF-HAWAII-MANOA-D-JOHN-A-BURNS-SCHOOL-OF-MEDICINE,dean,r1-medschool-deans.json,,John A. Burns School of Medicine,P02423,1989-01-01,year,1999-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-HAWAII-MANOA-D-JOHN-A-BURNS-SCHOOL-OF-MEDICINE-1965-1,2,FALSE,,,,,,https://www.hawaii.edu/news/2019/08/20/in-memoriam-christian-gulbrandsen/
US-UNIVERSITY-OF-PENNSYLVANIA-D-RAYMOND-AND-RUTH-PERELMAN-SCHOOL-OF-MEDICINE-AT-1989-4,US-UNIVERSITY-OF-PENNSYLVANIA,US-UNIVERSITY-OF-PENNSYLVANIA-D-RAYMOND-AND-RUTH-PERELMAN-SCHOOL-OF-MEDICINE-AT,dean,r1-medschool-deans.json,,Raymond and Ruth Perelman School of Medicine at the University of Pennsylvania,P02424,1989-01-01,year,2000-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-PENNSYLVANIA-D-RAYMOND-AND-RUTH-PERELMAN-SCHOOL-OF-MEDICINE-AT-1988-3,4,FALSE,,,,,FALSE,https://archives.upenn.edu/exhibits/penn-people/notables/university-leaders/deans/med-school-deans/
US-WASHINGTON-UNIVERSITY-ST-LOUIS-D-WASHINGTON-UNIVERSITY-SCHOOL-OF-MEDICINE-1989-2,US-WASHINGTON-UNIVERSITY-ST-LOUIS,US-WASHINGTON-UNIVERSITY-ST-LOUIS-D-WASHINGTON-UNIVERSITY-SCHOOL-OF-MEDICINE,dean,r1-medschool-deans.json,,Washington University School of Medicine (WashU Medicine),P02425,1989-01-01,year,2003-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,US-WASHINGTON-UNIVERSITY-ST-LOUIS-D-WASHINGTON-UNIVERSITY-SCHOOL-OF-MEDICINE-1965-1,2,FALSE,,,,,,https://medicine.washu.edu/news/obituary-william-a-peck-former-medical-school-dean-89/
US-WAYNE-STATE-UNIVERSITY-D-WAYNE-STATE-UNIVERSITY-SCHOOL-OF-MEDICINE-1989-4,US-WAYNE-STATE-UNIVERSITY,US-WAYNE-STATE-UNIVERSITY-D-WAYNE-STATE-UNIVERSITY-SCHOOL-OF-MEDICINE,dean,r1-medschool-deans.json,,Wayne State University School of Medicine,P02426,1989-01-01,year,1999-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,US-WAYNE-STATE-UNIVERSITY-D-WAYNE-STATE-UNIVERSITY-SCHOOL-OF-MEDICINE-1981-3,4,FALSE,,,,,,https://www.med.wayne.edu/about/timeline
US-WEST-VIRGINIA-UNIVERSITY-D-WEST-VIRGINIA-UNIVERSITY-SCHOOL-OF-MEDICINE-1989-7,US-WEST-VIRGINIA-UNIVERSITY,US-WEST-VIRGINIA-UNIVERSITY-D-WEST-VIRGINIA-UNIVERSITY-SCHOOL-OF-MEDICINE,dean,r1-medschool-deans.json,,West Virginia University School of Medicine,P02427,1989-01-01,year,2004-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,US-WEST-VIRGINIA-UNIVERSITY-D-WEST-VIRGINIA-UNIVERSITY-SCHOOL-OF-MEDICINE-1988-6,7,FALSE,,,,,,https://medicine.hsc.wvu.edu/about/former-school-leaders/
US-ARIZONA-STATE-UNIVERSITY-D-IRA-A-FULTON-SCHOOLS-OF-ENGINEERING-1989-1,US-ARIZONA-STATE-UNIVERSITY,US-ARIZONA-STATE-UNIVERSITY-D-IRA-A-FULTON-SCHOOLS-OF-ENGINEERING,dean,r1-eschool-deans.json,,Ira A. Fulton Schools of Engineering,P02428,1989-01-01,year,1991-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,,1,TRUE,,,,,FALSE,https://news.engineering.asu.edu/2013/09/in-memoriam-c-roland-haden/
US-CARNEGIE-MELLON-UNIVERSITY-D-COLLEGE-OF-ENGINEERING-1989-1,US-CARNEGIE-MELLON-UNIVERSITY,US-CARNEGIE-MELLON-UNIVERSITY-D-COLLEGE-OF-ENGINEERING,dean,r1-eschool-deans.json,,College of Engineering,P02429,1989-01-01,year,1991-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,,1,TRUE,,,,,TRUE,https://www.cmu.edu/cmnews/062701/062701_paulc.html
US-MICHIGAN-STATE-UNIVERSITY-D-COLLEGE-OF-ENGINEERING-1989-2,US-MICHIGAN-STATE-UNIVERSITY,US-MICHIGAN-STATE-UNIVERSITY-D-COLLEGE-OF-ENGINEERING,dean,r1-eschool-deans.json,,College of Engineering,P02430,1989-01-01,year,1991-01-01,year,FALSE,FALSE,TRUE,TRUE,narrative_unanchored,Interim between Von Tersch and Jischke.,TRUE,Interim between Von Tersch and Jischke.,FALSE,FALSE,FALSE,,US-MICHIGAN-STATE-UNIVERSITY-D-COLLEGE-OF-ENGINEERING-1968-1,2,FALSE,,,,,TRUE,https://engineering.msu.edu/about/history-of-the-college
US-NORTH-CAROLINA-STATE-UNIVERSITY-D-COLLEGE-OF-ENGINEERING-1989-2,US-NORTH-CAROLINA-STATE-UNIVERSITY,US-NORTH-CAROLINA-STATE-UNIVERSITY-D-COLLEGE-OF-ENGINEERING,dean,r1-eschool-deans.json,,College of Engineering,P02431,1989-01-01,year,1991-01-01,year,FALSE,FALSE,TRUE,TRUE,etl_only,origin coding: Interim-Internal Interim-Internal,TRUE,origin coding: Interim-Internal Interim-Internal,FALSE,FALSE,FALSE,,US-NORTH-CAROLINA-STATE-UNIVERSITY-D-COLLEGE-OF-ENGINEERING-1978-1,2,FALSE,,,,,TRUE,https://www.lib.ncsu.edu/findingaids/mc00286
US-SYRACUSE-UNIVERSITY-D-COLLEGE-OF-ENGINEERING-AND-COMPUTER-SCIENCE-1989-1,US-SYRACUSE-UNIVERSITY,US-SYRACUSE-UNIVERSITY-D-COLLEGE-OF-ENGINEERING-AND-COMPUTER-SCIENCE,dean,r1-eschool-deans.json,,College of Engineering and Computer Science,P02432,1989-01-01,year,1992-01-01,year,FALSE,FALSE,FALSE,FALSE,none,,FALSE,,FALSE,FALSE,FALSE,,,1,TRUE,,,,,TRUE,https://ecs.syracuse.edu/about/news/a-lifetime-of-service-remembering-dean-emeritus-bradley-strait-58-g60-g65
US-AUBURN-UNIVERSITY-D-COLLEGE-OF-NURSING-1989-5,US-AUBURN-UNIVERSITY,US-AUBURN-UNIVERSITY-D-COLLEGE-OF-NURSING,dean,r1-nursing-deans.json,Dean,College of Nursing,P02433,1989-01-01,year,1996-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,Dean,FALSE,,FALSE,FALSE,FALSE,,US-AUBURN-UNIVERSITY-D-COLLEGE-OF-NURSING-1988-4,5,FALSE,,,,,,https://nursing.auburn.edu/about
US-MICHIGAN-STATE-UNIVERSITY-D-COLLEGE-OF-NURSING-1989-3,US-MICHIGAN-STATE-UNIVERSITY,US-MICHIGAN-STATE-UNIVERSITY-D-COLLEGE-OF-NURSING,dean,r1-nursing-deans.json,Dean,College of Nursing,P02434,1989-01-01,year,1991-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,Dean,FALSE,,FALSE,FALSE,FALSE,,US-MICHIGAN-STATE-UNIVERSITY-D-COLLEGE-OF-NURSING-1981-2,3,FALSE,,,,,,https://nursing.msu.edu/75
US-UNIVERSITY-OF-ARKANSAS-FOR-MEDICAL-SCIENCES-D-COLLEGE-OF-NURSING-1989-1,US-UNIVERSITY-OF-ARKANSAS-FOR-MEDICAL-SCIENCES,US-UNIVERSITY-OF-ARKANSAS-FOR-MEDICAL-SCIENCES-D-COLLEGE-OF-NURSING,dean,r1-nursing-deans.json,Dean,College of Nursing,P02435,1989-01-01,year,2006-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,Dean,FALSE,,FALSE,FALSE,FALSE,,,1,TRUE,,,,,,https://news.uams.edu/2016/08/09/patricia-cowan-ph-d-r-n-invested-in-linda-c-hodges-deans-chair/
US-UNIVERSITY-OF-ILLINOIS-CHICAGO-D-COLLEGE-OF-NURSING-1989-3,US-UNIVERSITY-OF-ILLINOIS-CHICAGO,US-UNIVERSITY-OF-ILLINOIS-CHICAGO-D-COLLEGE-OF-NURSING,dean,r1-nursing-deans.json,Dean,College of Nursing,P02436,1989-01-01,year,1995-01-01,year,FALSE,FALSE,FALSE,FALSE,narrative_unanchored,also served as interim dean 2009-2010.,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-ILLINOIS-CHICAGO-D-COLLEGE-OF-NURSING-1983-2,3,FALSE,,,,,,https://nursing.uic.edu/about/our-beginnings/
US-UNIVERSITY-OF-SOUTH-ALABAMA-D-COLLEGE-OF-NURSING-1989-3,US-UNIVERSITY-OF-SOUTH-ALABAMA,US-UNIVERSITY-OF-SOUTH-ALABAMA-D-COLLEGE-OF-NURSING,dean,r1-nursing-deans.json,Dean,College of Nursing,P02437,1989-01-01,year,1998-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,Dean,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-SOUTH-ALABAMA-D-COLLEGE-OF-NURSING-1977-2,3,FALSE,,,,,,https://www.southalabama.edu/colleges/con/history.html
US-UNIVERSITY-OF-TEXAS-AUSTIN-D-SCHOOL-OF-NURSING-1989-2,US-UNIVERSITY-OF-TEXAS-AUSTIN,US-UNIVERSITY-OF-TEXAS-AUSTIN-D-SCHOOL-OF-NURSING,dean,r1-nursing-deans.json,Dean,School of Nursing,P02438,1989-01-01,year,2009-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,Dean,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-TEXAS-AUSTIN-D-SCHOOL-OF-NURSING-1972-1,2,FALSE,,,,,,https://nursing.utexas.edu/about/history
US-UNIVERSITY-OF-VIRGINIA-D-SCHOOL-OF-NURSING-1989-3,US-UNIVERSITY-OF-VIRGINIA,US-UNIVERSITY-OF-VIRGINIA-D-SCHOOL-OF-NURSING,dean,r1-nursing-deans.json,Dean,School of Nursing,P02439,1989-01-01,year,2008-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,Dean,FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-VIRGINIA-D-SCHOOL-OF-NURSING-1974-2,3,FALSE,,,,,,https://news.virginia.edu/content/jeanette-lancaster-way-tribute-uva-nursing-school-deans-success-and-service
US-UNIVERSITY-OF-ALABAMA-BIRMINGHAM-D-SCHOOL-OF-PUBLIC-HEALTH-1989-2,US-UNIVERSITY-OF-ALABAMA-BIRMINGHAM,US-UNIVERSITY-OF-ALABAMA-BIRMINGHAM-D-SCHOOL-OF-PUBLIC-HEALTH,dean,r1-publichealth-deans.json,Dean,School of Public Health,P02440,1989-01-01,year,1991-01-01,year,FALSE,FALSE,FALSE,FALSE,narrative_two_appointments,"acting 1989, dean 1990 until retirement 1991.",FALSE,,FALSE,FALSE,FALSE,,US-UNIVERSITY-OF-ALABAMA-BIRMINGHAM-D-SCHOOL-OF-PUBLIC-HEALTH-1981-1,2,FALSE,,,,,TRUE,https://www.bhamwiki.com/w/UAB_School_of_Public_Health
US-CALIFORNIA-STATE-UNIVERSITY-FRESNO-D-KREMEN-SCHOOL-OF-EDUCATION-AND-HUMAN-DEVELOPMENT-1989-13,US-CALIFORNIA-STATE-UNIVERSITY-FRESNO,US-CALIFORNIA-STATE-UNIVERSITY-FRESNO-D-KREMEN-SCHOOL-OF-EDUCATION-AND-HUMAN-DEVELOPMENT,dean,r1-education-deans.json,Dean,Kremen School of Education and Human Development,P02441,1989-01-01,year,1996-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,Dean,FALSE,,FALSE,FALSE,FALSE,,US-CALIFORNIA-STATE-UNIVERSITY-FRESNO-D-KREMEN-SCHOOL-OF-EDUCATION-AND-HUMAN-DEVELOPMENT-1988-12,13,FALSE,,,,,,https://kremen.fresnostate.edu/about/history.html
US-NORTH-CAROLINA-STATE-UNIVERSITY-D-COLLEGE-OF-EDUCATION-1989-4,US-NORTH-CAROLINA-STATE-UNIVERSITY,US-NORTH-CAROLINA-STATE-UNIVERSITY-D-COLLEGE-OF-EDUCATION,dean,r1-education-deans.json,Dean,College of Education,P02442,1989-01-01,year,2000-01-01,year,FALSE,FALSE,FALSE,FALSE,title_plain,Dean,FALSE,,FALSE,FALSE,FALSE,,US-NORTH-CAROLINA-STATE-UNIVERSITY-D-COLLEGE-OF-EDUCATION-1988-3,4,FALSE,,,,,,https://historicalstate.lib.ncsu.edu/timelines/college-of-education
