seat_id,institution_id,seat_level,unit_type,canonical_name,reports_to,reports_to_source_url,reports_to_year_observed,created_year,dissolved_year,predecessor_seat_id
US-UNIVERSITY-OF-TEXAS-EL-PASO-D-SCHOOL-OF-NURSING,US-UNIVERSITY-OF-TEXAS-EL-PASO,dean,nursing,School of Nursing,,,,,,
US-UNIVERSITY-OF-FLORIDA-D-COLLEGE-OF-JOURNALISM-AND-COMMUNICATIONS,US-UNIVERSITY-OF-FLORIDA,dean,creative_arts,College of Journalism and Communications,,,,,,
US-VIRGINIA-COMMONWEALTH-UNIVERSITY-D-SCHOOL-OF-THE-ARTS,US-VIRGINIA-COMMONWEALTH-UNIVERSITY,dean,creative_arts,School of the Arts (VCUarts),,,,,,
US-BROWN-UNIVERSITY-CENTRAL,US-BROWN-UNIVERSITY,president,central,Office of the President,,,,,,
US-CUNY-BARUCH-COLLEGE-CENTRAL,US-CUNY-BARUCH-COLLEGE,president,central,Office of the President,,,,,,
US-CHAPMAN-UNIVERSITY-CENTRAL,US-CHAPMAN-UNIVERSITY,president,central,Office of the President,,,,1861,,
US-CORNELL-UNIVERSITY-CENTRAL,US-CORNELL-UNIVERSITY,president,central,Office of the President,,,,,,
US-EMORY-UNIVERSITY-CENTRAL,US-EMORY-UNIVERSITY,president,central,Office of the President,,,,,,
US-KENT-STATE-UNIVERSITY-CENTRAL,US-KENT-STATE-UNIVERSITY,president,central,Office of the President,,,,,,
US-MONTANA-STATE-UNIVERSITY-CENTRAL,US-MONTANA-STATE-UNIVERSITY,president,central,Office of the President,,,,,,
US-OKLAHOMA-STATE-UNIVERSITY-CENTRAL,US-OKLAHOMA-STATE-UNIVERSITY,president,central,Office of the President,,,,,,
US-UNIVERSITY-ALBANY-SUNY-CENTRAL,US-UNIVERSITY-ALBANY-SUNY,president,central,Office of the President,,,,,,
US-UNIVERSITY-OF-ALABAMA-BIRMINGHAM-CENTRAL,US-UNIVERSITY-OF-ALABAMA-BIRMINGHAM,president,central,Office of the President,,,,,,
US-UNIVERSITY-OF-CALIFORNIA-SANTA-BARBARA-CENTRAL,US-UNIVERSITY-OF-CALIFORNIA-SANTA-BARBARA,president,central,Office of the Chancellor,,,,,,
US-UNIVERSITY-OF-CALIFORNIA-SANTA-CRUZ-CENTRAL,US-UNIVERSITY-OF-CALIFORNIA-SANTA-CRUZ,president,central,Office of the Chancellor,,,,,,
US-UNIVERSITY-OF-CINCINNATI-CENTRAL,US-UNIVERSITY-OF-CINCINNATI,president,central,Office of the President,,,,,,
US-UNIVERSITY-OF-HOUSTON-CENTRAL,US-UNIVERSITY-OF-HOUSTON,president,central,Office of the President,,,,,,
US-UNIVERSITY-OF-IDAHO-CENTRAL,US-UNIVERSITY-OF-IDAHO,president,central,Office of the President,,,,,,
US-UNIVERSITY-OF-MARYLAND-BALTIMORE-COUNTY-CENTRAL,US-UNIVERSITY-OF-MARYLAND-BALTIMORE-COUNTY,president,central,Office of the President,,,,,,
US-UNIVERSITY-OF-SOUTH-CAROLINA-CENTRAL,US-UNIVERSITY-OF-SOUTH-CAROLINA,president,central,Office of the President,,,,,,
US-UNIVERSITY-OF-WISCONSIN-MADISON-CENTRAL,US-UNIVERSITY-OF-WISCONSIN-MADISON,president,central,Office of the Chancellor,,,,,,
US-WEST-VIRGINIA-UNIVERSITY-CENTRAL,US-WEST-VIRGINIA-UNIVERSITY,president,central,Office of the President,,,,,,
US-UNIVERSITY-OF-NEBRASKA-OMAHA-CENTRAL,US-UNIVERSITY-OF-NEBRASKA-OMAHA,president,central,Office of the Chancellor,,,,1908,,
US-CAPITOL-TECHNOLOGY-UNIVERSITY-CENTRAL,US-CAPITOL-TECHNOLOGY-UNIVERSITY,president,central,Office of the President,,,,,,
US-CARSON-NEWMAN-UNIVERSITY-CENTRAL,US-CARSON-NEWMAN-UNIVERSITY,president,central,Office of the President,,,,,,
US-KEISER-UNIVERSITY-FT-LAUDERDALE-CENTRAL,US-KEISER-UNIVERSITY-FT-LAUDERDALE,president,central,Office of the President,,,,,,
US-NATIONAL-LOUIS-UNIVERSITY-CENTRAL,US-NATIONAL-LOUIS-UNIVERSITY,president,central,Office of the President,,,,1886,,
US-BOSTON-COLLEGE-D-CARROLL-SCHOOL-OF-MANAGEMENT,US-BOSTON-COLLEGE,dean,business,Carroll School of Management,,,,,,
US-UNIVERSITY-OF-TENNESSEE-KNOXVILLE-D-HASLAM-COLLEGE-OF-BUSINESS,US-UNIVERSITY-OF-TENNESSEE-KNOXVILLE,dean,business,Haslam College of Business,,,,,,
US-TEXAS-A-AND-M-UNIVERSITY-D-TEXAS-A-AND-M-UNIVERSITY-NARESH-K-VASHISHT-COLLE,US-TEXAS-A-AND-M-UNIVERSITY,dean,medicine,Texas A&M University Naresh K. Vashisht College of Medicine,,,,,,
US-UNIVERSITY-OF-MARYLAND-COLLEGE-PARK-D-A-JAMES-CLARK-SCHOOL-OF-ENGINEERING,US-UNIVERSITY-OF-MARYLAND-COLLEGE-PARK,dean,engineering,A. James Clark School of Engineering,,,,,,
US-UNIVERSITY-OF-NORTH-CAROLINA-D-COLLEGE-OF-ARTS-AND-SCIENCES,US-UNIVERSITY-OF-NORTH-CAROLINA,dean,arts_sciences,College of Arts and Sciences,,,,,,
US-FERRIS-STATE-UNIVERSITY-D-COLLEGE-OF-PHARMACY,US-FERRIS-STATE-UNIVERSITY,dean,pharmacy,College of Pharmacy,,,,,,
US-BOISE-STATE-UNIVERSITY-CENTRAL,US-BOISE-STATE-UNIVERSITY,president,central,Office of the President,,,,1932,,
US-CALIFORNIA-INSTITUTE-OF-TECHNOLOGY-CENTRAL,US-CALIFORNIA-INSTITUTE-OF-TECHNOLOGY,president,central,Office of the President,,,,,,
US-COLLEGE-OF-CHARLESTON-CENTRAL,US-COLLEGE-OF-CHARLESTON,president,central,Office of the President,,,,,,
US-GEORGE-MASON-UNIVERSITY-CENTRAL,US-GEORGE-MASON-UNIVERSITY,president,central,Office of the President,,,,,,
US-MISSOURI-UNIVERSITY-OF-SCIENCE-AND-TECHNOLOGY-CENTRAL,US-MISSOURI-UNIVERSITY-OF-SCIENCE-AND-TECHNOLOGY,president,central,Office of the Chancellor,,,,,,
US-NEW-JERSEY-INSTITUTE-OF-TECHNOLOGY-CENTRAL,US-NEW-JERSEY-INSTITUTE-OF-TECHNOLOGY,president,central,Office of the President,,,,,,
US-PEPPERDINE-UNIVERSITY-CENTRAL,US-PEPPERDINE-UNIVERSITY,president,central,Office of the President,,,,,,
US-UNIVERSITY-OF-CENTRAL-FLORIDA-CENTRAL,US-UNIVERSITY-OF-CENTRAL-FLORIDA,president,central,Office of the President,,,,,,
US-UNIVERSITY-OF-CHICAGO-CENTRAL,US-UNIVERSITY-OF-CHICAGO,president,central,Office of the President,,,,,,
US-UNIVERSITY-OF-MISSOURI-CENTRAL,US-UNIVERSITY-OF-MISSOURI,president,central,Office of the Chancellor,,,,,,
US-UNIVERSITY-OF-NEVADA-RENO-CENTRAL,US-UNIVERSITY-OF-NEVADA-RENO,president,central,Office of the President,,,,,,
US-UNIVERSITY-OF-OKLAHOMA-CENTRAL,US-UNIVERSITY-OF-OKLAHOMA,president,central,Office of the President,,,,,,
US-UNIVERSITY-OF-SOUTH-FLORIDA-CENTRAL,US-UNIVERSITY-OF-SOUTH-FLORIDA,president,central,Office of the President,,,,,,
US-UNIVERSITY-OF-TEXAS-SAN-ANTONIO-CENTRAL,US-UNIVERSITY-OF-TEXAS-SAN-ANTONIO,president,central,Office of the President,,,,,,
US-VIRGINIA-COMMONWEALTH-UNIVERSITY-CENTRAL,US-VIRGINIA-COMMONWEALTH-UNIVERSITY,president,central,Office of the President,,,,,,
US-WAYNE-STATE-UNIVERSITY-CENTRAL,US-WAYNE-STATE-UNIVERSITY,president,central,Office of the President,,,,,,
US-YALE-UNIVERSITY-CENTRAL,US-YALE-UNIVERSITY,president,central,Office of the President,,,,,,
US-HAMPTON-UNIVERSITY-CENTRAL,US-HAMPTON-UNIVERSITY,president,central,Office of the President,,,,,,
US-BASTYR-UNIVERSITY-CENTRAL,US-BASTYR-UNIVERSITY,president,central,Office of the President,,,,,,
US-DESALES-UNIVERSITY-CENTRAL,US-DESALES-UNIVERSITY,president,central,Office of the President,,,,,,
US-GRAND-CANYON-UNIVERSITY-CENTRAL,US-GRAND-CANYON-UNIVERSITY,president,central,Office of the President,,,,,,
US-OUR-LADY-OF-THE-LAKE-UNIVERSITY-CENTRAL,US-OUR-LADY-OF-THE-LAKE-UNIVERSITY,president,central,Office of the President,,,,,,
US-UNIVERSITY-OF-MARY-CENTRAL,US-UNIVERSITY-OF-MARY,president,central,Office of the President,,,,,,
US-VALDOSTA-STATE-UNIVERSITY-CENTRAL,US-VALDOSTA-STATE-UNIVERSITY,president,central,Office of the President,,,,,,
US-BROWN-UNIVERSITY-PROVOST,US-BROWN-UNIVERSITY,provost,central,Office of the Provost,,,,,,
US-RUTGERS-UNIVERSITY-PROVOST,US-RUTGERS-UNIVERSITY,provost,central,"Office of the Provost, Rutgers University–New Brunswick",,,,,,
US-OHIO-STATE-UNIVERSITY-PROVOST,US-OHIO-STATE-UNIVERSITY,provost,central,Office of Academic Affairs (Office of the Executive Vice President and Provost),,,,,,
US-NORTH-CAROLINA-STATE-UNIVERSITY-D-COLLEGE-OF-ENGINEERING,US-NORTH-CAROLINA-STATE-UNIVERSITY,dean,engineering,College of Engineering,,,,,,
US-UNIVERSITY-BUFFALO-D-SCHOOL-OF-ENGINEERING-AND-APPLIED-SCIENCES,US-UNIVERSITY-BUFFALO,dean,engineering,School of Engineering and Applied Sciences,,,,,,
US-UNIVERSITY-OF-ALABAMA-BIRMINGHAM-D-SCHOOL-OF-ENGINEERING,US-UNIVERSITY-OF-ALABAMA-BIRMINGHAM,dean,engineering,School of Engineering,,,,,,
US-WASHINGTON-UNIVERSITY-ST-LOUIS-D-ARTS-AND-SCIENCES,US-WASHINGTON-UNIVERSITY-ST-LOUIS,dean,arts_sciences,Arts & Sciences (Faculty of Arts & Sciences),,,,,,
US-SOUTHERN-METHODIST-UNIVERSITY-D-MEADOWS-SCHOOL-OF-THE-ARTS,US-SOUTHERN-METHODIST-UNIVERSITY,dean,creative_arts,Meadows School of the Arts,,,,,,
US-TUFTS-UNIVERSITY-D-CUMMINGS-SCHOOL-OF-VETERINARY-MEDICINE-AT-TUFTS,US-TUFTS-UNIVERSITY,dean,veterinary,Cummings School of Veterinary Medicine at Tufts University,,,,,,
US-UNIVERSITY-OF-CALIFORNIA-LOS-ANGELES-D-ANDERSON-SCHOOL-OF-MANAGEMENT,US-UNIVERSITY-OF-CALIFORNIA-LOS-ANGELES,dean,business,Anderson School of Management,,,,,,
US-CLEMSON-UNIVERSITY-CENTRAL,US-CLEMSON-UNIVERSITY,president,central,Office of the President,,,,,,
US-FLORIDA-INTERNATIONAL-UNIVERSITY-CENTRAL,US-FLORIDA-INTERNATIONAL-UNIVERSITY,president,central,Office of the President,,,,,,
US-MICHIGAN-STATE-UNIVERSITY-CENTRAL,US-MICHIGAN-STATE-UNIVERSITY,president,central,Office of the President,,,,,,
US-TEXAS-CHRISTIAN-UNIVERSITY-CENTRAL,US-TEXAS-CHRISTIAN-UNIVERSITY,president,central,Office of the Chancellor,,,,1873,,
US-UNIVERSITY-OF-ALABAMA-HUNTSVILLE-CENTRAL,US-UNIVERSITY-OF-ALABAMA-HUNTSVILLE,president,central,Office of the President,,,,1950,,
US-UNIVERSITY-OF-CALIFORNIA-RIVERSIDE-CENTRAL,US-UNIVERSITY-OF-CALIFORNIA-RIVERSIDE,president,central,Office of the Chancellor,,,,,,
US-UNIVERSITY-OF-CONNECTICUT-CENTRAL,US-UNIVERSITY-OF-CONNECTICUT,president,central,Office of the President,,,,,,
US-UNIVERSITY-OF-MASSACHUSETTS-AMHERST-CENTRAL,US-UNIVERSITY-OF-MASSACHUSETTS-AMHERST,president,central,Office of the Chancellor,,,,,,
US-UNIVERSITY-OF-NEVADA-LAS-VEGAS-CENTRAL,US-UNIVERSITY-OF-NEVADA-LAS-VEGAS,president,central,Office of the President,,,,,,
US-UNIVERSITY-OF-TEXAS-AUSTIN-CENTRAL,US-UNIVERSITY-OF-TEXAS-AUSTIN,president,central,Office of the President,,,,,,
US-UNIVERSITY-OF-WASHINGTON-CENTRAL,US-UNIVERSITY-OF-WASHINGTON,president,central,Office of the President,,,,,,
US-UTAH-STATE-UNIVERSITY-CENTRAL,US-UTAH-STATE-UNIVERSITY,president,central,Office of the President,,,,,,
US-CALIFORNIA-STATE-UNIVERSITY-LOS-ANGELES-CENTRAL,US-CALIFORNIA-STATE-UNIVERSITY-LOS-ANGELES,president,central,Office of the President,,,,1947,,
US-MERCER-UNIVERSITY-CENTRAL,US-MERCER-UNIVERSITY,president,central,Office of the President,,,,1833,,
US-UNIVERSITY-OF-ARKANSAS-FOR-MEDICAL-SCIENCES-CENTRAL,US-UNIVERSITY-OF-ARKANSAS-FOR-MEDICAL-SCIENCES,president,central,Office of the Chancellor,,,,1879,,
US-CONCORDIA-UNIVERSITY-WISCONSIN-CENTRAL,US-CONCORDIA-UNIVERSITY-WISCONSIN,president,central,Office of the President,,,,,,
US-CONCORDIA-UNIVERSITY-IRVINE-CENTRAL,US-CONCORDIA-UNIVERSITY-IRVINE,president,central,Office of the President,,,,1972,,
US-DYOUVILLE-UNIVERSITY-CENTRAL,US-DYOUVILLE-UNIVERSITY,president,central,Office of the President,,,,,,
US-FAIRFIELD-UNIVERSITY-CENTRAL,US-FAIRFIELD-UNIVERSITY,president,central,Office of the President,,,,,,
US-OKLAHOMA-CITY-UNIVERSITY-CENTRAL,US-OKLAHOMA-CITY-UNIVERSITY,president,central,Office of the President,,,,,,
US-WILMINGTON-UNIVERSITY-CENTRAL,US-WILMINGTON-UNIVERSITY,president,central,Office of the President,,,,,,
US-GEORGETOWN-UNIVERSITY-PROVOST,US-GEORGETOWN-UNIVERSITY,provost,central,Office of the Provost,,,,,,
US-GEORGE-WASHINGTON-UNIVERSITY-D-GEORGE-WASHINGTON-UNIVERSITY-LAW-SCHOOL,US-GEORGE-WASHINGTON-UNIVERSITY,dean,law,George Washington University Law School,,,,,,
US-JOHNS-HOPKINS-UNIVERSITY-D-WHITING-SCHOOL-OF-ENGINEERING,US-JOHNS-HOPKINS-UNIVERSITY,dean,engineering,Whiting School of Engineering,,,,,,
US-AUBURN-UNIVERSITY-D-COLLEGE-OF-NURSING,US-AUBURN-UNIVERSITY,dean,nursing,College of Nursing,,,,,,
US-HARDING-UNIVERSITY-D-CARR-COLLEGE-OF-NURSING,US-HARDING-UNIVERSITY,dean,nursing,Carr College of Nursing,,,,,,
US-UNIVERSITY-OF-NORTH-CAROLINA-WILMINGTON-D-WATSON-COLLEGE-OF-EDUCATION,US-UNIVERSITY-OF-NORTH-CAROLINA-WILMINGTON,dean,education,Watson College of Education,,,,1947,,
US-RICE-UNIVERSITY-D-SCHOOL-OF-SOCIAL-SCIENCES,US-RICE-UNIVERSITY,dean,arts_sciences,School of Social Sciences,,,,,,
US-UNIVERSITY-OF-MICHIGAN-D-SCHOOL-OF-MUSIC-THEATRE-AND-DANCE,US-UNIVERSITY-OF-MICHIGAN,dean,creative_arts,School of Music Theatre and Dance,,,,,,
US-YALE-UNIVERSITY-D-DAVID-GEFFEN-SCHOOL-OF-DRAMA,US-YALE-UNIVERSITY,dean,creative_arts,David Geffen School of Drama,,,,,,
US-NORTH-CAROLINA-STATE-UNIVERSITY-D-COLLEGE-OF-VETERINARY-MEDICINE,US-NORTH-CAROLINA-STATE-UNIVERSITY,dean,veterinary,College of Veterinary Medicine,,,,,,
US-UNIVERSITY-OF-WISCONSIN-MADISON-D-SCHOOL-OF-VETERINARY-MEDICINE,US-UNIVERSITY-OF-WISCONSIN-MADISON,dean,veterinary,School of Veterinary Medicine,,,,,,
US-AMERICAN-UNIVERSITY-CENTRAL,US-AMERICAN-UNIVERSITY,president,central,Office of the President,,,,,,
US-AUBURN-UNIVERSITY-CENTRAL,US-AUBURN-UNIVERSITY,president,central,Office of the President,,,,,,
US-BRIGHAM-YOUNG-UNIVERSITY-CENTRAL,US-BRIGHAM-YOUNG-UNIVERSITY,president,central,Office of the President,,,,,,
US-CASE-WESTERN-RESERVE-UNIVERSITY-CENTRAL,US-CASE-WESTERN-RESERVE-UNIVERSITY,president,central,Office of the President,,,,,,
US-COLORADO-STATE-UNIVERSITY-CENTRAL,US-COLORADO-STATE-UNIVERSITY,president,central,Office of the President,,,,,,
US-COLUMBIA-UNIVERSITY-CENTRAL,US-COLUMBIA-UNIVERSITY,president,central,Office of the President,,,,,,
US-MASSACHUSETTS-INSTITUTE-OF-TECHNOLOGY-CENTRAL,US-MASSACHUSETTS-INSTITUTE-OF-TECHNOLOGY,president,central,Office of the President,,,,,,
US-STANFORD-UNIVERSITY-CENTRAL,US-STANFORD-UNIVERSITY,president,central,Office of the President,,,,,,
US-STONY-BROOK-UNIVERSITY-CENTRAL,US-STONY-BROOK-UNIVERSITY,president,central,Office of the President,,,,,,
US-TEXAS-A-AND-M-UNIVERSITY-CENTRAL,US-TEXAS-A-AND-M-UNIVERSITY,president,central,Office of the President,,,,,,
US-TEXAS-TECH-UNIVERSITY-CENTRAL,US-TEXAS-TECH-UNIVERSITY,president,central,Office of the President,,,,,,
US-UNIVERSITY-OF-ARKANSAS-CENTRAL,US-UNIVERSITY-OF-ARKANSAS,president,central,Office of the Chancellor,,,,,,
US-UNIVERSITY-OF-CALIFORNIA-BERKELEY-CENTRAL,US-UNIVERSITY-OF-CALIFORNIA-BERKELEY,president,central,Office of the Chancellor,,,,,,
US-UNIVERSITY-OF-CALIFORNIA-SAN-DIEGO-CENTRAL,US-UNIVERSITY-OF-CALIFORNIA-SAN-DIEGO,president,central,Office of the Chancellor,,,,,,
US-UNIVERSITY-OF-LOUISVILLE-CENTRAL,US-UNIVERSITY-OF-LOUISVILLE,president,central,Office of the President,,,,,,
US-UNIVERSITY-OF-MAINE-CENTRAL,US-UNIVERSITY-OF-MAINE,president,central,Office of the President,,,,,,
US-UNIVERSITY-OF-MEMPHIS-CENTRAL,US-UNIVERSITY-OF-MEMPHIS,president,central,Office of the President,,,,,,
US-UNIVERSITY-OF-MICHIGAN-CENTRAL,US-UNIVERSITY-OF-MICHIGAN,president,central,Office of the President,,,,,,
US-UNIVERSITY-OF-NEW-HAMPSHIRE-CENTRAL,US-UNIVERSITY-OF-NEW-HAMPSHIRE,president,central,Office of the President,,,,,,
US-UNIVERSITY-OF-NORTH-CAROLINA-CENTRAL,US-UNIVERSITY-OF-NORTH-CAROLINA,president,central,Office of the Chancellor,,,,,,
US-UNIVERSITY-OF-OREGON-CENTRAL,US-UNIVERSITY-OF-OREGON,president,central,Office of the President,,,,,,
US-UNIVERSITY-OF-SOUTHERN-CALIFORNIA-CENTRAL,US-UNIVERSITY-OF-SOUTHERN-CALIFORNIA,president,central,Office of the President,,,,,,
US-UNIVERSITY-OF-TEXAS-EL-PASO-CENTRAL,US-UNIVERSITY-OF-TEXAS-EL-PASO,president,central,Office of the President,,,,,,
US-UNIVERSITY-OF-THE-CUMBERLANDS-CENTRAL,US-UNIVERSITY-OF-THE-CUMBERLANDS,president,central,Office of the President,,,,,,
US-AMERICAN-UNIVERSITY-PROVOST,US-AMERICAN-UNIVERSITY,provost,central,Office of the Provost,,,,,,
US-CALIFORNIA-INSTITUTE-OF-TECHNOLOGY-PROVOST,US-CALIFORNIA-INSTITUTE-OF-TECHNOLOGY,provost,central,Office of the Provost,,,,,,
US-KANSAS-STATE-UNIVERSITY-PROVOST,US-KANSAS-STATE-UNIVERSITY,provost,central,Office of the Provost and Executive Vice President,,,,,,
US-UNIVERSITY-OF-ARIZONA-D-ELLER-COLLEGE-OF-MANAGEMENT,US-UNIVERSITY-OF-ARIZONA,dean,business,Eller College of Management,,,,,,
US-MICHIGAN-STATE-UNIVERSITY-D-COLLEGE-OF-NURSING,US-MICHIGAN-STATE-UNIVERSITY,dean,nursing,College of Nursing,,,,,,
US-MISSOURI-STATE-UNIVERSITY-D-WILLIAM-H-DARR-COLLEGE-OF-AGRICULTURE,US-MISSOURI-STATE-UNIVERSITY,dean,agriculture,William H. Darr College of Agriculture,,,,,,
US-BAYLOR-UNIVERSITY-CENTRAL,US-BAYLOR-UNIVERSITY,president,central,Office of the President,,,,,,
US-LOUISIANA-STATE-UNIVERSITY-CENTRAL,US-LOUISIANA-STATE-UNIVERSITY,president,central,Office of the Chancellor,,,,,,
US-SOUTHERN-METHODIST-UNIVERSITY-CENTRAL,US-SOUTHERN-METHODIST-UNIVERSITY,president,central,Office of the President,,,,,,
US-TULANE-UNIVERSITY-CENTRAL,US-TULANE-UNIVERSITY,president,central,Office of the President,,,,,,
US-UNIVERSITY-OF-ALABAMA-CENTRAL,US-UNIVERSITY-OF-ALABAMA,president,central,Office of the President,,,,,,
US-UNIVERSITY-OF-COLORADO-BOULDER-CENTRAL,US-UNIVERSITY-OF-COLORADO-BOULDER,president,central,Office of the Chancellor,,,,,,
US-UNIVERSITY-OF-COLORADO-DENVER-CENTRAL,US-UNIVERSITY-OF-COLORADO-DENVER,president,central,Office of the Chancellor,,,,,,
US-CLAREMONT-GRADUATE-UNIVERSITY-CENTRAL,US-CLAREMONT-GRADUATE-UNIVERSITY,president,central,Office of the President,,,,1925,,
US-CREIGHTON-UNIVERSITY-CENTRAL,US-CREIGHTON-UNIVERSITY,president,central,Office of the President,,,,1878,,
US-KENNESAW-STATE-UNIVERSITY-CENTRAL,US-KENNESAW-STATE-UNIVERSITY,president,central,Office of the President,,,,1963,,
US-RUTGERS-UNIVERSITY-CAMDEN-CENTRAL,US-RUTGERS-UNIVERSITY-CAMDEN,president,central,Office of the Chancellor,,,,1926,,
US-UNIVERSITY-OF-TEXAS-TYLER-CENTRAL,US-UNIVERSITY-OF-TEXAS-TYLER,president,central,Office of the President,,,,1971,,
US-BARRY-UNIVERSITY-CENTRAL,US-BARRY-UNIVERSITY,president,central,Office of the President,,,,,,
US-COLLEGE-OF-SAINT-SCHOLASTICA-CENTRAL,US-COLLEGE-OF-SAINT-SCHOLASTICA,president,central,Office of the President,,,,,,
US-UNIVERSITY-OF-TENNESSEE-CHATTANOOGA-CENTRAL,US-UNIVERSITY-OF-TENNESSEE-CHATTANOOGA,president,central,Office of the Chancellor,,,,1886,,
US-GEORGIA-INSTITUTE-OF-TECHNOLOGY-PROVOST,US-GEORGIA-INSTITUTE-OF-TECHNOLOGY,provost,central,Office of the Provost,,,,,,
US-UNIVERSITY-OF-SOUTHERN-CALIFORNIA-PROVOST,US-UNIVERSITY-OF-SOUTHERN-CALIFORNIA,provost,central,Office of the Provost,,,,,,
US-UNIVERSITY-OF-KENTUCKY-D-GATTON-COLLEGE-OF-BUSINESS-AND-ECONOMICS,US-UNIVERSITY-OF-KENTUCKY,dean,business,Gatton College of Business and Economics,,,,,,
US-OHIO-STATE-UNIVERSITY-D-OHIO-STATE-UNIVERSITY-COLLEGE-OF-MEDICINE,US-OHIO-STATE-UNIVERSITY,dean,medicine,The Ohio State University College of Medicine,,,,,,
US-UNIVERSITY-OF-NEVADA-RENO-D-UNIVERSITY-OF-NEVADA-RENO-SCHOOL-OF-MEDICINE,US-UNIVERSITY-OF-NEVADA-RENO,dean,medicine,"University of Nevada, Reno School of Medicine",,,,,,
US-MASSACHUSETTS-INSTITUTE-OF-TECHNOLOGY-D-SCHOOL-OF-ENGINEERING,US-MASSACHUSETTS-INSTITUTE-OF-TECHNOLOGY,dean,engineering,School of Engineering,,,,,,
US-UNIVERSITY-OF-HAWAII-MANOA-D-COLLEGE-OF-ENGINEERING,US-UNIVERSITY-OF-HAWAII-MANOA,dean,engineering,College of Engineering,,,,,,
US-UNIVERSITY-OF-WASHINGTON-D-COLLEGE-OF-ENGINEERING,US-UNIVERSITY-OF-WASHINGTON,dean,engineering,College of Engineering,,,,,,
US-UNIVERSITY-OF-WISCONSIN-MADISON-D-COLLEGE-OF-ENGINEERING,US-UNIVERSITY-OF-WISCONSIN-MADISON,dean,engineering,College of Engineering,,,,,,
US-UNIVERSITY-OF-ALABAMA-BIRMINGHAM-D-SCHOOL-OF-PUBLIC-HEALTH,US-UNIVERSITY-OF-ALABAMA-BIRMINGHAM,dean,public_health,School of Public Health,,,,,,
US-OREGON-STATE-UNIVERSITY-D-COLLEGE-OF-EDUCATION,US-OREGON-STATE-UNIVERSITY,dean,education,College of Education,,,,,,
US-MASSACHUSETTS-INSTITUTE-OF-TECHNOLOGY-D-SCHOOL-OF-ARCHITECTURE-AND-PLANNING,US-MASSACHUSETTS-INSTITUTE-OF-TECHNOLOGY,dean,arts_sciences,School of Architecture and Planning,,,,,,
US-UNIVERSITY-OF-ILLINOIS-CHICAGO-D-RETZKY-COLLEGE-OF-PHARMACY,US-UNIVERSITY-OF-ILLINOIS-CHICAGO,dean,pharmacy,Retzky College of Pharmacy,,,,,,
US-UNIVERSITY-OF-RHODE-ISLAND-D-COLLEGE-OF-PHARMACY,US-UNIVERSITY-OF-RHODE-ISLAND,dean,pharmacy,College of Pharmacy,,,,,,
US-RUTGERS-UNIVERSITY-NEWARK-CENTRAL,US-RUTGERS-UNIVERSITY-NEWARK,president,central,Office of the Chancellor,,,,1908,,
US-NEW-SCHOOL-CENTRAL,US-NEW-SCHOOL,president,central,Office of the President,,,,1919,,
US-BELMONT-UNIVERSITY-CENTRAL,US-BELMONT-UNIVERSITY,president,central,Office of the President,,,,,,
US-BETHEL-UNIVERSITY-CENTRAL,US-BETHEL-UNIVERSITY,president,central,Office of the President,,,,,,
US-BIOLA-UNIVERSITY-CENTRAL,US-BIOLA-UNIVERSITY,president,central,Office of the President,,,,,,
US-SHENANDOAH-UNIVERSITY-CENTRAL,US-SHENANDOAH-UNIVERSITY,president,central,Office of the President,,,,1875,,
US-FLORIDA-INTERNATIONAL-UNIVERSITY-PROVOST,US-FLORIDA-INTERNATIONAL-UNIVERSITY,provost,central,Office of the Provost,,,,,,
US-TEMPLE-UNIVERSITY-PROVOST,US-TEMPLE-UNIVERSITY,provost,central,Office of the Provost,,,,,,
US-UNIVERSITY-OF-ARKANSAS-PROVOST,US-UNIVERSITY-OF-ARKANSAS,provost,central,Office of the Provost,,,,,,
US-UNIVERSITY-OF-KENTUCKY-PROVOST,US-UNIVERSITY-OF-KENTUCKY,provost,central,Office of the Provost,,,,,,
US-UNIVERSITY-OF-GEORGIA-D-TERRY-COLLEGE-OF-BUSINESS,US-UNIVERSITY-OF-GEORGIA,dean,business,Terry College of Business,,,,,,
US-VIRGINIA-TECH-D-PAMPLIN-COLLEGE-OF-BUSINESS,US-VIRGINIA-TECH,dean,business,Pamplin College of Business,,,,,,
US-UNIVERSITY-OF-KENTUCKY-D-UNIVERSITY-OF-KENTUCKY-J-DAVID-ROSENBERG-COLLEGE,US-UNIVERSITY-OF-KENTUCKY,dean,law,University of Kentucky J. David Rosenberg College of Law,,,,,,
US-UNIVERSITY-OF-CALIFORNIA-SAN-DIEGO-D-JACOBS-SCHOOL-OF-ENGINEERING,US-UNIVERSITY-OF-CALIFORNIA-SAN-DIEGO,dean,engineering,Jacobs School of Engineering,,,,,,
US-UNIVERSITY-OF-HOUSTON-D-CULLEN-COLLEGE-OF-ENGINEERING,US-UNIVERSITY-OF-HOUSTON,dean,engineering,Cullen College of Engineering,,,,,,
US-FLORIDA-INTERNATIONAL-UNIVERSITY-D-NICOLE-WERTHEIM-COLLEGE-OF-NURSING-AND-HEALTH-SC,US-FLORIDA-INTERNATIONAL-UNIVERSITY,dean,nursing,Nicole Wertheim College of Nursing & Health Sciences,,,,,,
